DEPTH,PHIE,SWE,VSH,PERM_TIM,GR,CALI,RHOB,ILD,NPHI
3021.9396,0.02,0.124,0.189,0.0,51.22409821,12.23499966,2.20510006,13.62559986,26.67650032
3022.092,0.011,0.135,0.197,0.0,51.82049942,12.2347002,2.217000008,12.04580021,25.77249908
3022.2444,0.024,0.173,0.214,0.001,53.01679993,12.23449993,2.205600023,8.636400223,25.74080086
3022.3968,0.046,0.213,0.223,0.012,53.61309815,12.2112999,2.182800055,6.726200104,25.65379906
3022.5492,0.072,0.219,0.228,0.088,53.89369965,12.2439003,2.154200077,6.408199787,25.50349999
3023.0064,0.017,0.175,0.295,0.0,57.92689896,12.49810028,2.229500055,6.211599827,30.15699959
3023.1588,0.043,0.117,0.432,0.009,64.44490051,12.91460037,2.221400023,6.331200123,31.68090057
3023.3112,0.096,0.09,0.518,0.328,67.76429749,13.2361002,2.140000105,6.835499764,36.00019836
3023.4636,0.092,0.095,0.416,0.263,63.78609848,13.43109989,2.164000034,8.057999611,38.98229981
3023.616,0.033,0.136,0.264,0.003,56.17990112,13.03020001,2.205899954,8.897500038,30.82279968
3023.7684,0.058,0.138,0.222,0.034,53.54869843,12.49600029,2.168600082,10.44890022,27.89419937
3024.2256,0.106,0.083,0.101,0.517,43.65599823,12.26930046,2.08100009,37.97570038,22.22179985
3024.5304,0.146,0.132,0.039,2.121,36.28990173,12.21959972,2.012000084,61.64770126,19.17679977
3024.6828,0.148,0.149,0.025,2.256,34.27700043,12.23050022,2.003099918,84.58760071,17.31469917
3024.8352,0.14,0.19,0.016,1.792,32.87009811,12.23029995,2.006900072,101.9434967,16.09970093
3024.9876,0.148,0.125,0.021,2.246,33.61449814,12.16619968,2.001100063,121.3559036,15.1019001
3025.4448,0.117,0.173,0.015,0.786,32.59270096,12.18929958,2.032799959,125.7284012,15.63430023
3025.5972,0.104,0.194,0.014,0.472,32.53570175,12.18900013,2.046900034,115.0417023,15.98419952
3025.7496,0.104,1,0.001,0.463,30.24290085,12.18879986,2.039900065,109.8359985,16.96360016
3025.902,0.092,1,0.0,0.271,30.1284008,12.18859959,2.05279994,109.8432999,17.96859932
3026.0544,0.066,1,0.0,0.061,28.75629997,12.18830013,2.078099966,110.0680008,19.28919983
3026.2068,0.045,1,0.0,0.011,28.05480003,12.18809986,2.100199938,115.8710022,21.03800011
3026.664,0.029,1,0.0,0.002,28.31010056,12.18729973,2.118700028,137.6074982,27.05279923
3026.8164,0.03,1,0.0,0.002,28.90649986,12.18710041,2.120100021,138.6569061,26.85160065
3026.9688,0.021,1,0.0,0.0,28.90279961,12.22410011,2.129600048,135.9615021,26.21899986
3027.1212,0.026,0.187,0.013,0.001,32.35020065,12.26889992,2.135400057,130.8601074,25.96590042
3027.2736,0.013,0.211,0.013,0.0,32.3465004,12.26640034,2.150500059,116.709198,26.19580078
3027.426,0.008,0.223,0.013,0.0,32.34280014,12.26609993,2.156500101,110.3163986,27.00230026
3027.8832,0.003,1,0.0,0.0,26.33189964,12.26539993,2.14199996,65.48090363,27.47649956
3028.0356,0.011,1,0.0,0.0,26.28849983,12.26509953,2.133399963,53.18579865,27.69829941
3028.188,0.016,1,0.0,0.0,26.70199966,12.21720028,2.129199982,39.55279923,28.29809952
3028.4928,0.015,0.937,0.009,0.0,31.75180054,12.20400047,2.146899939,35.98360062,28.82839966
3028.6452,0.007,0.456,0.021,0.0,33.55659866,12.18420029,2.161299944,34.18870163,29.31940079
3029.1024,0.021,0.269,0.028,0.0,34.69739914,12.19449997,2.149699926,42.59260178,30.01939964
3029.2548,0.041,0.19,0.032,0.007,35.29790115,12.18319988,2.128400087,52.50370026,29.16309929
3029.4072,0.034,0.206,0.027,0.003,34.50759888,12.22299957,2.133500099,58.01589966,28.8458004
3029.5596,0.034,0.232,0.02,0.003,33.5033989,12.18270016,2.129899979,68.32369995,29.02659988
3029.712,0.031,0.266,0.012,0.002,32.10309982,12.18249989,2.129100084,103.8337021,29.34230042
3029.8644,0.023,0.509,0.005,0.001,31.04940033,12.18220043,2.13470006,115.8627014,28.47139931
3030.3216,0.025,1,0.0,0.001,25.8071003,12.27680016,2.11500001,131.1300049,24.77190018
3030.474,0.022,1,0.0,0.0,25.13240051,12.30119991,2.1171,141.1266022,24.08469963
3030.6264,0.015,1,0.0,0.0,25.16010094,12.30099964,2.125699997,160.1049042,24.53210068
3030.7788,0.013,1,0.0,0.0,26.26239967,12.24629974,2.130300045,160.7082977,25.2465992
3030.9312,0.003,1,0.0,0.0,27.45879936,12.21969986,2.145499945,144.2411957,26.16799927
3031.0836,0.002,1,0.0,0.0,28.65509987,12.26029968,2.150500059,124.5137024,26.8220005
3031.5408,0.015,1,0.0,0.0,25.04310036,12.28509998,2.124599934,132.6329041,25.74760056
3031.6932,0.007,1,0.0,0.0,25.03949928,12.24720001,2.134799957,137.4833984,25.38929939
3031.8456,0.014,1,0.0,0.0,27.56839943,12.27350044,2.134000063,138.4593048,25.27059937
3031.998,0.026,1,0.0,0.001,29.87829971,12.22889996,2.127099991,134.2201996,25.21179962
3032.1504,0.03,1,0.002,0.002,30.42849922,12.21860027,2.125400066,126.9189987,25.27280045
3032.76,0.003,1,0.006,0.0,31.12770081,12.11279964,2.157700062,115.1638031,26.05990028
3032.9124,0,1,0.002,0.0,30.41020012,12.09729958,2.163800001,128.566803,25.12540054
3033.0648,0,1,0.002,0.0,30.40649986,12.14340019,2.170799971,140.794693,24.56780052
3033.2172,0,1,0.0,0.0,29.3199997,12.13689995,2.160099983,151.0074005,24.86129952
3033.3696,0.003,1,0.0,0.0,29.19919968,12.13659954,2.151499987,156.6016998,24.92230034
3033.522,0.011,1,0.0,0.0,29.19549942,12.13640022,2.14289999,156.1011963,24.98329926
3033.9792,0.012,1,0.0,0.0,29.18460083,12.09560013,2.141700029,134.5164032,25.625
3034.1316,0.015,1,0.0,0.0,29.18090057,12.09539986,2.138200045,113.6070023,25.67919922
3034.284,0.012,1,0.0,0.0,29.1772995,12.07549954,2.140899897,102.3105011,25.70730019
3034.4364,0.003,1,0.0,0.0,28.74440002,12.09490013,2.15019989,91.54730225,25.36870003
3034.5888,0,1,0.0,0.0,28.07460022,12.14710045,2.167299986,82.42890167,25.30760002
3034.7412,0,1,0.0,0.0,28.79789925,12.18669987,2.178499937,75.11519623,25.58539963
3035.1984,0.036,0.403,0.015,0.004,32.71319962,12.25370026,2.12590003,51.92839813,27.33060074
3035.3508,0.046,0.291,0.023,0.012,33.95159912,12.31599999,2.1177001,47.6330986,27.45140076
3035.5032,0.062,0.17,0.042,0.046,36.68939972,12.33320046,2.108599901,44.99150085,27.45289993
3035.6556,0.061,0.147,0.049,0.042,37.67229843,12.33300018,2.113300085,44.31150055,27.88809967
3035.808,0.061,0.135,0.054,0.042,38.28630066,12.31120014,2.11529994,43.94049835,28.12800026
3035.9604,0.066,0.136,0.055,0.061,38.42570114,12.33990002,2.109699965,42.7845993,28.57740021
3036.4176,0.066,0.183,0.047,0.059,37.37599945,12.2517004,2.106800079,37.15240097,27.91399956
3036.57,0.063,0.202,0.047,0.05,37.37229919,12.25150013,2.109499931,33.65539932,27.63089943
3036.7224,0.067,0.249,0.041,0.066,36.59019852,12.28999996,2.102499962,31.15399933,27.64089966
3036.8748,0.068,0.238,0.046,0.069,37.30479813,12.2510004,2.104099989,28.9538002,27.82169914
3037.0272,0.064,0.179,0.07,0.052,40.28129959,12.25080013,2.118599892,25.49209976,27.87319946
3037.1796,0.068,0.122,0.117,0.069,45.2234993,12.29049969,2.130000114,22.46680069,27.70409966
3037.7892,0.081,0.052,0.361,0.148,61.28590012,12.24950028,2.168299913,16.93519974,29.18759918
3037.9416,0.063,0.05,0.389,0.05,62.59080124,12.23939991,2.192500114,16.33860016,29.96750069
3038.094,0.045,0.051,0.415,0.011,63.73500061,12.17510033,2.217099905,15.13500023,29.95840073
3038.2464,0.035,0.046,0.5,0.003,67.12490082,12.22879982,2.240099907,13.91930008,29.55089951
3038.3988,0.013,0.044,0.545,0.0,68.71219635,12.26860046,2.269900084,13.2592001,27.77039909
3038.856,0,1,0.404,0.0,63.26269913,12.34780026,2.409199953,9.548199654,16.20100021
3039.0084,0,1,0.332,0.0,59.87939835,12.34759998,2.504100084,8.413299561,15.85340023
3039.1608,0,1,0.299,0.0,58.13800049,12.34729958,2.568799973,7.577300072,16.07550049
3039.3132,0,1,0.32,0.0,59.24340057,12.41749954,2.546799898,6.373700142,21.16460037
3039.4656,0,1,0.346,0.0,60.60219955,12.46870041,2.476799965,5.641600132,22.71479988
3039.618,0.018,0.066,1.0,0.0,81.40679932,12.51990032,2.305500031,4.852099896,26.78039932
3040.0752,0,1,1.0,0.0,87.24210358,12.71339989,2.3131001,4.452400208,32.98789978
3040.38,0,1,1.0,0.0,82.87249756,13.1303997,2.372200012,4.413799763,33.57410049
3040.5324,0,1,1.0,0.0,80.84909821,13.22509956,2.374300003,4.374599934,33.64089966
3040.6848,0,1,0.65,0.0,72.10679627,13.51019955,2.310800076,4.295300007,33.24610138
3040.8372,0.018,0.143,0.545,0.0,68.73539734,14.87320042,2.264199972,4.096000195,32.01610184
3041.2944,0,1,0.269,0.0,56.43560028,14.86380005,2.30340004,3.858200073,29.17070007
3041.4468,0,1,0.249,0.0,55.22859955,15.27250004,2.325400114,3.778899908,28.45350075
3041.7516,0,1,0.18,0.0,50.55339813,15.37310028,2.380599976,3.380399942,29.67309952
3041.904,0,1,0.155,0.0,48.5862999,15.33290005,2.346100092,3.261100054,30.08650017
3042.0564,0,1,0.134,0.0,46.8146019,15.3842001,2.335799933,3.141900063,29.30820084
3042.5136,0,1,0.086,0.0,42.02959824,16.00799942,2.415800095,2.704099894,32.09170151
3042.666,0,1,0.064,0.0,39.59349823,15.97159958,2.371799946,2.584800005,33.38750076
3042.8184,0,1,0.059,0.0,38.94419861,15.80210018,2.358999968,2.582600117,33.7765007
3042.9708,0,1,0.042,0.0,36.75170136,15.86740017,2.398099899,2.586299896,33.43450165
3043.1232,0,1,0.043,0.0,36.88850021,16.14080048,2.413300037,2.586999893,38.44950104
3043.2756,0,1,0.036,0.0,35.8810997,16.25970078,2.377300024,2.58769989,40.30709839
3043.7328,0,1,0.014,0.0,32.55329895,16.27980042,2.391400099,2.589900017,37.3913002
3043.8852,0,1,0.013,0.0,32.396801,16.27960014,2.394000053,2.750699997,34.39630127
3044.0376,0,1,0.013,0.0,32.39310074,16.23870087,2.396300077,2.791399956,33.14250183
3044.19,0,1,0.015,0.0,32.64889908,16.2390995,2.390399933,2.792099953,32.96799851
3044.3424,0,1,0.01,0.0,31.78580093,16.24620056,2.377199888,2.752799988,32.99750137
3044.4948,0,1,0.021,0.0,33.59000015,16.2208004,2.371999979,2.741899967,33.02600098
3044.952,0,1,0.073,0.0,40.60860062,16.08799934,2.415600061,2.595799923,31.40850067
3045.1044,0,1,0.09,0.0,42.54869843,16.02350044,2.410099983,2.59649992,30.71719933
3045.2568,0,1,0.108,0.0,44.36370087,16.12190056,2.402899981,2.56069994,30.39679909
3045.4092,0,1,0.127,0.0,46.16019821,16.32729912,2.396699905,2.558000088,30.38999939
3045.714,0,1,0.162,0.0,49.11579895,16.82259941,2.380199909,2.47939992,31.4218998
3046.1712,0,1,0.14,0.0,47.30260086,16.36599922,2.367799997,2.441600084,32.13330078
3046.3236,0,1,0.135,0.0,46.88899994,16.44569969,2.368799925,2.459199905,32.46989822
3046.476,0,1,0.127,0.0,46.13439941,16.60549927,2.381599903,2.523099899,32.49499893
3046.6284,0,1,0.133,0.0,46.69950104,16.52519989,2.398000002,2.563800097,32.15950012
3046.7808,0,1,0.133,0.0,46.72710037,16.48500061,2.414700031,2.564599991,30.52799988
3046.9332,0,1,0.14,0.0,47.32339859,16.44479942,2.42840004,2.565299988,30.58880043
3047.3904,0,1,0.177,0.0,50.31230164,15.88409996,2.491100073,2.567500114,31.89620018
3047.5428,0,1,0.195,0.0,51.65969849,15.88379955,2.476399899,2.548199892,32.08990097
3047.6952,0,1,0.203,0.0,52.25600052,15.96360016,2.449399948,2.558300018,32.51010132
3047.8476,0,1,0.212,0.0,52.85229874,16.04330063,2.450599909,2.529700041,33.64300156
3048.0,0,1,0.221,0.0,53.44860077,16.08309937,2.461800098,2.530400038,35.32659912
3048.1524,0,1,0.249,0.0,55.24489975,16.12280083,2.443799973,2.469399929,35.92649841
3048.762,0,1,0.279,0.0,57.03020096,15.9218998,2.39380002,2.574100018,32.9211998
3048.9144,0,1,0.289,0.0,57.62649918,15.93439961,2.40260005,2.574800015,32.75120163
3049.0668,0,1,0.279,0.0,57.02289963,16.00139999,2.420300007,2.575500011,33.05889893
3049.2192,0,1,0.279,0.0,57.01919937,16.04109955,2.398200035,2.536299944,32.8146019
3049.3716,0,1,0.279,0.0,57.0155983,16.24090004,2.383899927,2.536999941,32.80419922
3049.9812,0,1,0.33,0.0,59.77809906,16.03989983,2.438499928,2.499900103,31.98730087
3050.1336,0,1,0.334,0.0,59.99969864,16.03989983,2.502799988,2.485199928,34.14390183
3050.286,0,1,0.365,0.0,61.49969864,16.15990067,2.482500076,2.460900068,34.54249954
3050.4384,0,1,0.426,0.0,64.1996994,16.06819916,2.461499929,2.461299896,35.43709946
3050.5908,0,1,0.402,0.0,63.18059921,15.85099983,2.443000078,2.461800098,35.11719894
3051.2004,0,1,0.346,0.0,60.60070038,16.19989967,2.399800062,2.543600082,29.88389969
3051.3528,0,1,0.385,0.0,62.39970017,16.31990051,2.378000021,2.504100084,29.89529991
3051.5052,0,1,0.398,0.0,62.99969864,16.35989952,2.383899927,2.504499912,30.36249924
3051.6576,0,1,0.385,0.0,62.39970017,16.38100052,2.388700008,2.482500076,30.55480003
3051.81,0,1,0.398,0.0,62.99969864,16.43989945,2.404099941,2.499900103,30.71199989
3052.4196,0,1,0.44,0.0,64.79969788,16.52160072,2.434400082,2.467299938,33.42850113
3052.572,0,1,0.448,0.0,65.11440277,16.47990036,2.425299883,2.494400024,34.12480164
3052.7244,0,1,0.47,0.0,65.99960327,16.6201992,2.419300079,2.548199892,33.16450119
3052.8768,0,1,0.487,0.0,66.63950348,16.75989914,2.40170002,2.548599958,32.47380066
3053.0292,0,1,0.553,0.0,68.99960327,16.83989906,2.394500017,2.58039999,32.11380005
3099.9684,0,1,0.739,0.0,66.86450195,14.85729981,2.424799919,2.036799908,43.09619904
3100.1208,0,1,0.607,0.0,64.1269989,14.67660046,2.424700022,2.010999918,44.98120117
3100.2732,0,1,0.489,0.0,61.2358017,14.43690014,2.372999907,2.009799957,45.34130096
3100.4256,0,1,0.446,0.0,60.04339981,14.36019993,2.361700058,1.928900003,45.7663002
3100.578,0,1,0.423,0.0,59.37969971,14.20030022,2.379600048,2.023000002,44.0279007
3101.1876,0.006,0.651,0.205,0.0,51.03760147,14.50139999,2.334300041,2.40109992,34.91019821
3101.34,0.002,1,0.096,0.0,44.48830032,14.80060005,2.336699963,2.360100031,34.01739883
3101.4924,0,1,0.07,0.0,42.48759842,14.80060005,2.340399981,2.319099903,33.0367012
3101.6448,0.007,1,0.053,0.0,40.99879837,14.71770001,2.328500032,2.198299885,32.95690155
3101.7972,0.028,1,0.039,0.001,39.66910172,14.62110043,2.299999952,2.157299995,32.63079834
3102.5592,0.033,1,0.0,0.003,33.62340164,14.56110001,2.291199923,2.390500069,31.08779907
3102.7116,0.024,1,0.0,0.001,34.22470093,14.56120014,2.303600073,2.429100037,31.50690079
3102.864,0.01,1,0.0,0.0,34.4109993,14.56120014,2.321399927,2.507600069,31.68650055
3103.0164,0,1,0.0,0.0,34.22750092,14.52149963,2.366300106,2.586100102,31.1473999
3103.626,0,1,0.0,0.0,34.23289871,14.40159988,2.44020009,2.740799904,31.20689964
3103.9308,0,1,0.0,0.0,31.83670044,14.32180023,2.434600115,2.738500118,32.86119843
3104.0832,0,1,0.0,0.0,34.83720017,14.32190037,2.420300007,2.737299919,33.2942009
3104.2356,0,1,0.0,0.0,33.63899994,14.32190037,2.400399923,2.736099958,32.95550156
3104.8452,0,1,0.0,0.0,33.80089951,15.02719975,2.382800102,2.492199898,29.64500046
3104.9976,0,1,0.0,0.0,34.24580002,15.04199982,2.402199984,2.451200008,25.69560051
3105.15,0,1,0.026,0.0,38.30979919,15.04199982,2.35710001,2.410200119,26.4034996
3105.3024,0.015,1,0.009,0.0,36.31129837,14.88220024,2.315599918,2.369100094,28.21080017
3105.4548,0.038,1,0.0,0.005,34.31140137,14.88220024,2.284499884,2.354899883,30.36569977
3106.0644,0,1,0.022,0.0,37.88370132,14.72500038,2.361799955,2.5625,31.68400002
3106.2168,0,1,0.032,0.0,38.87369919,14.76910019,2.391400099,2.641000032,32.16400147
3106.3692,0,1,0.041,0.0,39.86370087,14.76270008,2.417500019,2.709399939,32.77479935
3106.5216,0,1,0.052,0.0,40.85369873,14.80690002,2.406300068,2.718400002,33.43249893
3106.674,0,1,0.052,0.0,40.85820007,14.81060028,2.394500017,2.717200041,33.42050171
3107.2836,0,1,0.096,0.0,44.46139908,14.68309975,2.396500111,2.712500095,33.38100052
3107.436,0,1,0.08,0.0,43.26340103,14.62310028,2.396500111,2.736000061,33.59970093
3107.5884,0,1,0.08,0.0,43.26470184,14.55669975,2.385499954,2.74180007,33.53969955
3107.8932,0,1,0.08,0.0,43.26729965,14.46409988,2.44569993,2.892699957,34.05699921
3108.5028,0,1,0.384,0.0,58.15819931,14.41919994,2.395800114,2.809600115,35.51570129
3108.6552,0,1,0.492,0.0,61.31990051,14.35289955,2.379699945,2.741699934,35.04669952
3108.8076,0,1,0.591,0.0,63.77399826,14.32400036,2.382100105,2.643100023,34.55709839
3108.96,0,1,0.659,0.0,65.26170349,14.22879982,2.394500017,2.549599886,35.36339951
3109.1124,0,1,0.896,0.0,69.61750031,14.06270027,2.382699966,2.459100008,39.04959869
3109.722,0.047,0.213,0.807,0.013,68.11730194,12.96549988,2.233599901,1.85619998,38.4856987
3109.8744,0.098,0.378,0.448,0.356,60.10340118,12.96560001,2.216399908,1.815199971,36.2336998
3110.0268,0.105,0.703,0.218,0.491,51.6692009,12.96560001,2.202800036,1.774099946,33.8810997
3110.1792,0.114,0.997,0.137,0.702,47.25579834,13.00720024,2.189100027,1.596500039,32.84009934
3110.3316,0.131,1,0.105,1.298,45.17290115,12.60610008,2.165899992,1.532500029,32.45949936
3110.9412,0.104,0.719,0.223,0.468,51.94889832,12.28670025,2.204400063,1.697299957,30.74710083
3111.0936,0.098,0.369,0.473,0.349,60.81230164,12.16689968,2.217299938,1.765799999,30.61440086
3111.246,0.086,0.318,0.546,0.202,62.70270157,12.2166996,2.220799923,1.804399967,30.78140068
3111.3984,0.063,0.256,0.688,0.05,65.86509705,12.26070023,2.229599953,1.803200007,30.74900055
3111.5508,0.066,0.263,0.67,0.061,65.48919678,12.30480003,2.232599974,1.802099943,30.84090042
3112.1604,0.031,0.21,0.828,0.002,68.47899628,12.51790047,2.310199976,1.837200046,30.91160011
3112.3128,0.052,0.233,0.761,0.021,67.28109741,12.58390045,2.280800104,1.79610002,30.8871994
3112.4652,0.053,0.233,0.761,0.023,67.28220367,12.56739998,2.261399984,1.794899941,30.95120049
3136.6968,0.054,0.093,1.0,0.025,88.79100037,12.62020016,2.156300068,3.426399946,46.46260071
3137.0016,0,1,1.0,0.0,76.55410004,12.40799999,2.296600103,3.600199938,42.15459824
3137.154,0,1,1.0,0.0,73.59339905,12.30099964,2.345999956,3.421499968,34.95819855
3137.3064,0,1,0.523,0.0,55.26070023,12.30300045,2.381299973,3.278199911,31.83499908
3137.7636,0,1,0.178,0.0,43.02489853,12.33160019,2.258399963,2.634900093,26.01919937
3137.916,0,1,0.115,0.0,39.2602005,12.19919968,2.256299973,2.314399958,30.62409973
3138.0684,0,1,0.053,0.0,34.49480057,12.14529991,2.252799988,2.058000088,32.56900024
3138.2208,0,1,0.026,0.0,31.86249924,12.14400005,2.244899988,1.987599969,32.79750061
3138.3732,0,1,0.014,0.0,30.53919983,12.04160023,2.236299992,1.896199942,31.90010071
3138.5256,0,1,0.013,0.0,30.36860085,12.14159966,2.228499889,1.790199995,31.16110039
3138.9828,0,1,0.0,0.0,27.73069954,12.37469959,2.199800015,1.786599994,30.91589928
3139.1352,0,1,0.0,0.0,27.15439987,12.5060997,2.206199884,1.745399952,30.07130051
3139.2876,0,1,0.0,0.0,26.49500084,12.63749981,2.219399929,1.624300003,29.59149933
3139.44,0,1,0.0,0.0,25.83589935,12.61019993,2.21329999,1.623100042,30.15889931
3139.5924,0,1,0.0,0.0,25.59399986,12.62339973,2.199800015,1.542000055,31.54820061
3139.7448,0,1,0.0,0.0,27.62179947,12.57759953,2.197299957,1.500800014,32.63600159
3140.202,0.009,1,0.043,0.0,33.5401001,12.54399967,2.185300112,1.417299986,30.99790001
3140.3544,0.015,1,0.084,0.0,37.03239822,12.54409981,2.179500103,1.416100025,31.4776001
3140.5068,0.014,1,0.109,0.0,38.84970093,12.54419994,2.181900024,1.374899983,31.83729935
3140.6592,0.015,1,0.082,0.0,36.86050034,12.54419994,2.1802001,1.373700023,32.55690002
3140.964,0.003,1,0.036,0.0,32.88290024,12.54440022,2.192399979,1.323600054,31.41710091
3141.4212,0.007,1,0.023,0.0,31.52429962,12.54469967,2.18659997,1.327700019,29.79730034
3141.5736,0.006,1,0.03,0.0,32.19179916,12.49110031,2.188499928,1.297099948,29.85720062
3141.726,0.014,1,0.05,0.0,34.21279907,12.46510029,2.179399967,1.325299978,29.85709953
3141.8784,0.021,1,0.054,0.0,34.58660126,12.46520042,2.17140007,1.324100018,30.03689957
3142.0308,0.02,1,0.083,0.0,36.96419907,12.46529961,2.174000025,1.322900057,29.68079948
3142.1832,0.021,1,0.089,0.0,37.40869904,12.43970013,2.172399998,1.361700058,29.83320046
3142.6404,0.023,1,0.0,0.0,28.50160027,12.30620003,2.166699886,1.437999964,29.34259987
3142.7928,0.018,1,0.0,0.0,27.18000031,12.30630016,2.172199965,1.476799965,28.97130013
3142.9452,0.007,1,0.0,0.0,27.42110062,12.3064003,2.184900045,1.395599961,28.04369927
3143.0976,0,1,0.0,0.0,27.42259979,12.32979965,2.204600096,1.474400044,27.09659958
3143.25,0,1,0.001,0.0,28.93230057,12.39570046,2.21239996,1.539899945,27.53450012
3143.4024,0,1,0.018,0.0,30.95770073,12.38640022,2.195100069,1.552000046,27.83270073
3144.012,0.023,1,0.136,0.001,40.58520126,12.42710018,2.17140007,1.467200041,32.49449921
3144.1644,0.022,1,0.136,0.0,40.58649826,12.43999958,2.173399925,1.425999999,32.12960053
3144.3168,0.023,1,0.169,0.0,42.50109863,12.37409973,2.173000097,1.463099957,32.64479828
3144.4692,0.032,1,0.178,0.002,42.98070145,12.38710022,2.16260004,1.423599958,33.7159996
3144.6216,0.035,1,0.203,0.004,44.30099869,12.32190037,2.158900023,1.439200044,32.33160019
3145.2312,0.012,0.247,0.89,0.0,62.52610016,12.38749981,2.1954,1.457599998,30.57099915
3145.3836,0.012,0.254,0.865,0.0,62.11899948,12.38759995,2.194400072,1.456400037,30.84860039
3145.536,0.015,0.33,0.67,0.0,58.56520081,12.38770008,2.189399958,1.448400021,31.29360008
3145.6884,0.02,0.521,0.434,0.0,52.86420059,12.34790039,2.181400061,1.414000034,31.65340042
3145.8408,0.019,0.666,0.339,0.0,49.8771019,12.34799957,2.181400061,1.412799954,31.05800057
3146.4504,0.014,1,0.189,0.0,43.59529877,12.34840012,2.183399916,1.407999992,29.79070091
3146.6028,0.016,1,0.189,0.0,43.59659958,12.34850025,2.181400061,1.486799955,30.23620033
3146.7552,0.024,1,0.189,0.001,43.59790039,12.34860039,2.172499895,1.485599995,30.25889969
3146.9076,0.019,1,0.189,0.0,43.5992012,12.34869957,2.178200007,1.407199979,30.02440071
3147.06,0.025,0.569,0.368,0.001,50.85570145,12.34879971,2.174499989,1.523200035,30.45149994
3147.6696,0.006,0.222,1.0,0.0,68.7098999,12.34910011,2.205499888,1.43840003,31.65189934
3147.822,0,1,1.0,0.0,69.92379761,12.33399963,2.212500095,1.484099984,31.80960083
3147.9744,0.015,0.223,1.0,0.0,68.07119751,12.34930039,2.193900108,1.43599999,32.32709885
3148.1268,0.011,0.267,0.836,0.0,61.64229965,12.34939957,2.195300102,1.434800029,32.49140167
3148.2792,0.012,0.293,0.761,0.0,60.32080078,12.30970001,2.193500042,1.433599949,32.28070068
3148.8888,0,1,0.852,0.0,61.89820099,12.34990025,2.252899885,1.388800025,29.60709953
3149.0412,0,1,1.0,0.0,65.82489777,12.46080017,2.294500113,1.427600026,27.81100082
3149.1936,0,1,1.0,0.0,66.88150024,12.53709984,2.293299913,1.408800006,27.92340088
3149.346,0,1,1.0,0.0,65.74900055,12.58110046,2.239700079,1.425199986,30.1637001
3149.4984,0.017,0.248,0.881,0.0,62.36949921,12.69639969,2.18840003,1.463999987,32.25550079
3150.108,0,1,1.0,0.0,65.94049835,12.47019959,2.285900116,1.779299974,31.4095993
3150.2604,0,1,1.0,0.0,68.79380035,12.47039986,2.306900024,1.898399949,30.83779907
3150.4128,0,1,1.0,0.0,74.30410004,12.61250019,2.328500032,1.937399983,29.2439003
3150.5652,0,1,1.0,0.0,81.85220337,12.51550007,2.313600063,1.976500034,29.6644001
3150.7176,0,1,1.0,0.0,95.28939819,12.63029957,2.320300102,1.935500026,30.24209976
3207.4104,0,1,0.35,0.0,59.15530014,15.62040043,2.463500023,2.736799955,46.14179993
3207.5628,0,1,0.117,0.0,42.47969818,15.19009972,2.482399941,4.035999775,40.51089859
3207.7152,0,1,0.037,0.0,32.60039902,14.84700012,2.462500095,4.172399998,36.68270111
3207.8676,0,1,0.084,0.0,38.88510132,14.65100002,2.486599922,4.088200092,31.7567997
3208.02,0,1,0.349,0.0,59.09889984,14.4783001,2.520499945,3.733200073,25.48279953
3208.6296,0,1,0.096,0.0,40.22719955,13.15750027,2.364799976,2.635799885,20.37859917
3208.782,0,1,0.074,0.0,37.6344986,12.86460018,2.3052001,2.361799955,21.35779953
3208.9344,0.006,1,0.058,0.0,35.64810181,12.71879959,2.277400017,2.087599993,22.37549973
3209.0868,0.004,1,0.044,0.0,33.65390015,12.57089996,2.277299881,1.92750001,23.22089958
3209.2392,0,1,0.019,0.0,29.62240028,12.48750019,2.294500113,1.671499968,23.78039932
3209.8488,0.023,1,0.024,0.001,30.54999924,12.38739967,2.248100042,1.586300015,24.67560005
3210.0012,0.023,1,0.028,0.001,31.17440033,12.39960003,2.249500036,1.585100055,24.89069939
3210.1536,0.019,1,0.039,0.0,32.8390007,12.36509991,2.256900072,1.54369998,25.03770065
3210.306,0.023,1,0.04,0.0,33.0,12.36060047,2.252500057,1.502300024,25.1651001
3210.4584,0.026,1,0.04,0.001,33.00910187,12.33279991,2.248600006,1.460999966,25.40719986
3211.068,0.056,1,0.023,0.029,30.34900093,12.24300003,2.206500053,1.29550004,26.20929909
3211.2204,0.063,1,0.01,0.047,28.05620003,12.24370003,2.194700003,1.29429996,26.75029945
3211.3728,0.057,1,0.003,0.032,26.72929955,12.26039982,2.199399948,1.252900004,27.01910019
3211.5252,0.061,1,0.005,0.044,27.15399933,12.30160046,2.194700003,1.211500049,27.27829933
3211.6776,0.063,1,0.001,0.047,26.45610046,12.28569984,2.192300081,1.210299969,27.5734005
3212.2872,0.069,1,0.011,0.073,28.2784996,12.26799965,2.1868999,1.125100017,28.44260025
3212.4396,0.064,1,0.009,0.054,28.00799942,12.28100014,2.192300081,1.164000034,28.45999908
3212.592,0.064,1,0.008,0.054,27.6807003,12.28929997,2.191800118,1.156299949,28.45079994
3212.7444,0.068,1,0.009,0.069,28.02639961,12.28750038,2.187799931,1.121399999,28.59959984
3212.8968,0.07,1,0.01,0.077,28.03549957,12.25039959,2.185499907,1.133999944,29.29470062
